ProductKey,ProductAlternateKey,ProductSubcategoryKey,WeightUnitMeasureCode,SizeUnitMeasureCode,EnglishProductName,SpanishProductName,FrenchProductName,StandardCost,FinishedGoodsFlag,Color,SafetyStockLevel,ReorderPoint,ListPrice,Size,SizeRange,Weight,DaysToManufacture,ProductLine,DealerPrice,Class,Style,ModelName,EnglishDescription,,,,,,,,,StartDate,EndDate,Status
286,FR-R38B-52,14,LB ,CM ,LL Road Frame - Black 52,Cuadro de carretera GB: negro 52,Cadre de vélo de route LL - noir 52,170.1428,TRUE,Black,500,375,306.5636,52,48-52 CM,2.4,1,R ,183.9382,L ,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
445,SH-M897-S,22,,,Men's Sports Shorts S,Pantalones cortos de deporte para hombre P,Cuissards de route pour hommes taille S,24.7459,TRUE,Black,4,3,59.99,S,S,,0,S ,35.994,,M ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
334,BK-R50B-60,2,LB ,CM ,Road-650 Black 60,Carretera: 650 negra 60,Vélo de route 650 noir 60,413.1463,TRUE,Black,100,75,699.0982,60,60-62 CM,19.9,4,R ,419.4589,L ,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
340,BK-R50B-48,2,LB ,CM ,Road-650 Black 48,Carretera: 650 negra 48,Vélo de route 650 noir 48,413.1463,TRUE,Black,100,75,699.0982,48,48-52 CM,19.13,4,R ,419.4589,L ,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
406,HB-R720,4,,,ML Road Handlebars,Manillar de carretera GM,Poignées de vélo de route ML,27.4925,TRUE,NA,500,375,61.92,,NA,,1,R ,37.152,M ,,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
402,HB-M918,4,,,HL Mountain Handlebars,,,53.3999,TRUE,NA,500,375,120.27,,NA,,1,M ,72.162,H ,,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
346,BK-M82S-44,1,LB ,CM ,Mountain-100 Silver 44,Montaña: 100 plateada 44,VTT 100 argent 44,1912.1544,TRUE,Silver,100,75,3399.99,44,42-46 CM,21.13,4,M ,2039.994,H ,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
469,GL-F110-M,20,,,Full-Finger Gloves M,Guantes completos M,Gants longs taille M,15.6709,TRUE,Black,4,3,37.99,M,M,,0,M ,22.794,,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
405,HB-R720,4,,,ML Road Handlebars,Manillar de carretera GM,Poignées de vélo de route ML,24.9932,TRUE,NA,500,375,56.2909,,NA,,1,R ,33.7745,M ,,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
388,BK-R64Y-44,2,LB ,CM ,Road-550-W Yellow 44,Carretera: 550 para mujer amarilla 44,Vélo de route 550 -W - jaune 44,713.0798,TRUE,Yellow,100,75,1120.49,44,42-46 CM,18.42,4,R ,672.294,M ,W ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
319,BK-R68R-52,2,LB ,CM ,Road-450 Red 52,Carretera: 450 roja 52,Vélo de route 450 rouge 52,884.7083,TRUE,Red,100,75,1457.99,52,48-52 CM,17.42,4,R ,874.794,M ,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
298,FR-M94B-42,12,LB ,CM ,HL Mountain Frame - Black 42,,,739.041,TRUE,Black,500,375,1349.6,42,42-46 CM,2.72,1,M ,809.76,H ,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
428,FR-M63B-48,12,LB ,CM ,ML Mountain Frame - Black 48,,,185.8193,TRUE,Black,500,375,348.76,48,48-52 CM,2.85,1,M ,209.256,M ,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
473,VE-C304-L,25,,,Classic Vest L,Camiseta clásica G,Veste classique taille L,23.749,TRUE,Blue,4,3,63.5,L,L,,0,S ,38.1,,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
306,FR-M94B-38,12,LB ,CM ,HL Mountain Frame - Black 38,,,739.041,TRUE,Black,500,375,1349.6,38,38-40 CM,2.68,2,M ,809.76,H ,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
422,RW-R623,17,G  ,,LL Road Rear Wheel,Rueda de carretera trasera GB,Roue arrière de vélo de route LL,49.9789,TRUE,Black,500,375,112.565,,NA,1050,1,R ,67.539,L ,,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
321,BK-R50R-58,2,LB ,CM ,Road-650 Red 58,Carretera: 650 roja 58,Vélo de route 650 rouge 58,486.7066,TRUE,Red,100,75,782.99,58,54-58 CM,19.79,4,R ,469.794,L ,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
394,HS-0296,11,,,LL Headset,Dirección GB,Jeu de direction LL,15.1848,TRUE,NA,500,375,34.2,,NA,,1,,20.52,L ,,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
430,FR-R72Y-40,14,LB ,CM ,ML Road Frame-W - Yellow 40,Cuadro de carretera para mujer GM: amarillo 40,Cadre de route ML -W - jaune 40,360.9428,TRUE,Yellow,500,375,594.83,40,38-40 CM,2.22,1,R ,356.898,M ,W ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
370,BK-R89R-52,2,LB ,CM ,Road-250 Red 52,Carretera: 250 roja 52,Vélo de route 250 rouge 52,1518.7864,TRUE,Red,100,75,2443.35,52,48-52 CM,15.42,4,R ,1466.01,H ,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
416,FW-T905,17,,,Touring Front Wheel,Rueda de paseo delantera,Roue avant de vélo de randonnée,96.7964,TRUE,Black,500,375,218.01,,NA,,1,T ,130.806,,,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
325,BK-R50R-62,2,LB ,CM ,Road-650 Red 62,Carretera: 650 roja 62,Vélo de route 650 rouge 62,486.7066,TRUE,Red,100,75,782.99,62,60-62 CM,20,4,R ,469.794,L ,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
164,MS-2259,,,,Metal Sheet 4,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
223,CA-1098,19,,,AWC Logo Cap,,,5.7052,TRUE,Multi,4,3,8.6442,,NA,,0,S ,5.1865,,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
487,HY-1023-70,32,,,Hydration Pack - 70 oz.,,,20.5663,TRUE,Silver,4,3,54.99,70,70,,0,S ,32.994,,,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
475,SH-W890-M,22,,,Women's Mountain Shorts M,,,26.1763,TRUE,Black,4,3,69.99,M,M,,0,M ,41.994,,W ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
482,SO-R809-L,23,,,Racing Socks L,Calcetines para carreras G,Chaussettes de course taille L,3.3623,TRUE,White,4,3,8.99,L,L,,0,R ,5.394,,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
200,SK-9283,,,,Spokes,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
253,FR-R38B-58,14,LB ,CM ,LL Road Frame - Black 58,Cuadro de carretera GB: negro 58,Cadre de vélo de route LL - noir 58,176.1997,TRUE,Black,500,375,297.6346,58,54-58 CM,2.46,1,R ,178.5808,L ,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
333,BK-R50B-58,2,LB ,CM ,Road-650 Black 58,Carretera: 650 negra 58,Vélo de route 650 noir 58,486.7066,TRUE,Black,100,75,782.99,58,54-58 CM,19.79,4,R ,469.794,L ,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
382,BK-R64Y-38,2,LB ,CM ,Road-550-W Yellow 38,Carretera: 550 para mujer amarilla 38,Vélo de route 550 -W - jaune 38,713.0798,TRUE,Yellow,100,75,1120.49,38,38-40 CM,17.35,4,R ,672.294,M ,W ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
271,FR-R38R-60,14,LB ,CM ,LL Road Frame - Red 60,Cuadro de carretera GB: rojo 60,Cadre de vélo de route LL - rouge 60,187.1571,TRUE,Red,500,375,337.22,60,60-62 CM,2.48,1,R ,202.332,L ,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
413,FW-R623,17,G  ,,LL Road Front Wheel,Rueda de carretera delantera GB,Roue avant de vélo de route LL,37.9909,TRUE,Black,500,375,85.565,,NA,900,1,R ,51.339,L ,,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
412,FW-M928,17,,,HL Mountain Front Wheel,,,133.2955,TRUE,Black,500,375,300.215,,NA,,1,M ,180.129,H ,,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
349,BK-M82B-42,1,LB ,CM ,Mountain-100 Black 42,Montaña: 100 negra 42,VTT 100 noir 42,1898.0944,TRUE,Black,100,75,3374.99,42,42-46 CM,20.77,4,M ,2024.994,H ,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
385,BK-R64Y-42,2,LB ,CM ,Road-550-W Yellow 42,Carretera: 550 para mujer amarilla 42,Vélo de route 550 -W - jaune 42,605.6492,TRUE,Yellow,100,75,1000.4375,42,42-46 CM,18.13,4,R ,600.2625,M ,W ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
407,HB-R956,4,,,HL Road Handlebars,Manillar de carretera GA,Poignées de vélo de route HL,48.5453,TRUE,NA,500,375,109.3364,,NA,,1,R ,65.6018,H ,,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
339,BK-R50B-44,2,LB ,CM ,Road-650 Black 44,Carretera: 650 negra 44,Vélo de route 650 noir 44,486.7066,TRUE,Black,100,75,782.99,44,42-46 CM,18.77,4,R ,469.794,L ,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
434,FR-R72Y-44,14,LB ,CM ,ML Road Frame-W - Yellow 44,Cuadro de carretera para mujer GM: amarillo 44,Cadre de route ML -W - jaune 44,360.9428,TRUE,Yellow,500,375,594.83,44,42-46 CM,2.3,1,R ,356.898,M ,W ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
345,BK-M82S-42,1,LB ,CM ,Mountain-100 Silver 42,Montaña: 100 plateada 42,VTT 100 argent 42,1912.1544,TRUE,Silver,100,75,3399.99,42,42-46 CM,20.77,4,M ,2039.994,H ,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
282,FR-R38B-48,14,LB ,CM ,LL Road Frame - Black 48,Cuadro de carretera GB: negro 48,Cadre de vélo de route LL - noir 48,176.1997,TRUE,Black,500,375,297.6346,48,48-52 CM,2.36,1,R ,178.5808,L ,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
472,VE-C304-M,25,,,Classic Vest M,Camiseta clásica M,Veste classique taille M,23.749,TRUE,Blue,4,3,63.5,M,M,,0,S ,38.1,,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
426,FR-M63B-40,12,LB ,CM ,ML Mountain Frame - Black 40,,,185.8193,TRUE,Black,500,375,348.76,40,38-40 CM,2.77,1,M ,209.256,M ,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
274,FR-R72R-44,14,LB ,CM ,ML Road Frame - Red 44,Cuadro de carretera GM: rojo 44,Cadre de vélo de route ML - rouge 44,352.1394,TRUE,Red,500,375,594.83,44,42-46 CM,2.22,1,R ,356.898,M ,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
305,FR-M94B-38,12,LB ,CM ,HL Mountain Frame - Black 38,,,653.6971,TRUE,Black,500,375,1226.9091,38,38-40 CM,2.68,2,M ,736.1455,H ,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
455,SH-M897-X,22,,,Men's Sports Shorts XL,Pantalones cortos de deporte para hombre SG,Cuissards de route pour hommes taille XL,24.7459,TRUE,Black,4,3,59.99,XL,XL,,0,S ,35.994,,M ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
485,FE-6654,30,,,Fender Set - Mountain,Conjunto de guardabarros: montaña,Jeu de garde-boue - VTT,8.2205,TRUE,NA,4,3,21.98,,NA,,0,M ,13.188,,,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
355,BK-M68S-42,1,LB ,CM ,Mountain-200 Silver 42,Montaña: 200 plateada 42,VTT 200 argent 42,1265.6195,TRUE,Silver,100,75,2319.99,42,42-46 CM,23.77,4,M ,1391.994,H ,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
378,BK-R89B-52,2,LB ,CM ,Road-250 Black 52,Carretera: 250 negra 52,Vélo de route 250 noir 52,1554.9479,TRUE,Black,100,75,2443.35,52,48-52 CM,15.42,4,R ,1466.01,H ,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
408,HB-R956,4,,,HL Road Handlebars,Manillar de carretera GA,Poignées de vélo de route HL,53.3999,TRUE,NA,500,375,120.27,,NA,,1,R ,72.162,H ,,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
363,BK-M68B-46,1,LB ,CM ,Mountain-200 Black 46,Montaña: 200 negra 46,VTT 200 noir 46,1251.9813,TRUE,Black,100,75,2294.99,46,42-46 CM,24.13,4,M ,1376.994,H ,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
336,BK-R50B-62,2,LB ,CM ,Road-650 Black 62,Carretera: 650 negra 62,Vélo de route 650 noir 62,413.1463,TRUE,Black,100,75,699.0982,62,60-62 CM,20,4,R ,419.4589,L ,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
329,BK-R50R-48,2,LB ,CM ,Road-650 Red 48,Carretera: 650 roja 48,Vélo de route 650 rouge 48,486.7066,TRUE,Red,100,75,782.99,48,48-52 CM,19.13,4,R ,469.794,L ,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
497,FR-T98U-46,16,LB ,CM ,HL Touring Frame - Blue 46,Cuadro de paseo GA: azul 46,Cadre de vélo de randonnée HL - bleu 46,601.7437,TRUE,Blue,500,375,1003.91,46,42-46 CM,2.96,1,T ,602.346,H ,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
318,BK-R68R-48,2,LB ,CM ,Road-450 Red 48,Carretera: 450 roja 48,Vélo de route 450 rouge 48,884.7083,TRUE,Red,100,75,1457.99,48,48-52 CM,17.13,4,R ,874.794,M ,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
464,GL-H102-M,20,,,Half-Finger Gloves M,,,9.7136,TRUE,Black,4,3,23.5481,M,M,,0,S ,14.1289,,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
354,BK-M68S-42,1,LB ,CM ,Mountain-200 Silver 42,Montaña: 200 plateada 42,VTT 200 argent 42,1117.8559,TRUE,Silver,100,75,2071.4196,42,42-46 CM,23.77,4,M ,1242.8518,H ,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
433,FR-R72Y-44,14,LB ,CM ,ML Road Frame-W - Yellow 44,Cuadro de carretera para mujer GM: amarillo 44,Cadre de route ML -W - jaune 44,300.1188,TRUE,Yellow,500,375,540.7545,44,42-46 CM,2.3,1,R ,324.4527,M ,W ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
450,LT-T990,33,,,Taillights - Battery-Powered,,,5.7709,TRUE,NA,4,3,13.99,,NA,,0,R ,8.394,,,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
521,SE-T312,15,,,LL Touring Seat/Saddle,Sillín/asiento de paseo GB,Selle de vélo de randonnée LL,12.0413,TRUE,NA,500,375,27.12,,NA,,1,T ,16.272,L ,,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
168,MT-1000,,,,Metal Tread Plate,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
226,LJ-0192-S,21,,,Long-Sleeve Logo Jersey S,Jersey con logotipo de manga larga P,Maillot manches longues avec logo taille S,31.7244,TRUE,Multi,4,3,48.0673,S,S,,0,S ,28.8404,,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
231,LJ-0192-M,21,,,Long-Sleeve Logo Jersey M,Jersey con logotipo de manga larga M,Maillot manches longues avec logo taille M,38.4923,TRUE,Multi,4,3,49.99,M,M,,0,S ,29.994,,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
269,FR-R38R-58,14,LB ,CM ,LL Road Frame - Red 58,Cuadro de carretera GB: rojo 58,Cadre de vélo de route LL - rouge 58,187.1571,TRUE,Red,500,375,337.22,58,54-58 CM,2.46,1,R ,202.332,L ,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
356,BK-M68S-46,1,LB ,CM ,Mountain-200 Silver 46,Montaña: 200 plateada 46,VTT 200 argent 46,1117.8559,TRUE,Silver,100,75,2071.4196,46,42-46 CM,24.13,4,M ,1242.8518,H ,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
431,FR-R72Y-42,14,LB ,CM ,ML Road Frame-W - Yellow 42,Cuadro de carretera para mujer GM: amarillo 42,Cadre de route ML -W - jaune 42,300.1188,TRUE,Yellow,500,375,540.7545,42,42-46 CM,2.26,1,R ,324.4527,M ,W ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
342,BK-R50B-52,2,LB ,CM ,Road-650 Black 52,Carretera: 650 negra 52,Vélo de route 650 noir 52,413.1463,TRUE,Black,100,75,699.0982,52,48-52 CM,19.42,4,R ,419.4589,L ,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
361,BK-M68B-42,1,LB ,CM ,Mountain-200 Black 42,Montaña: 200 negra 42,VTT 200 noir 42,1251.9813,TRUE,Black,100,75,2294.99,42,42-46 CM,23.77,4,M ,1376.994,H ,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
341,BK-R50B-48,2,LB ,CM ,Road-650 Black 48,Carretera: 650 negra 48,Vélo de route 650 noir 48,486.7066,TRUE,Black,100,75,782.99,48,48-52 CM,19.13,4,R ,469.794,L ,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
384,BK-R64Y-40,2,LB ,CM ,Road-550-W Yellow 40,Carretera: 550 para mujer amarilla 40,Vélo de route 550 -W - jaune 40,713.0798,TRUE,Yellow,100,75,1120.49,40,38-40 CM,17.77,4,R ,672.294,M ,W ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
432,FR-R72Y-42,14,LB ,CM ,ML Road Frame-W - Yellow 42,Cuadro de carretera para mujer GM: amarillo 42,Cadre de route ML -W - jaune 42,360.9428,TRUE,Yellow,500,375,594.83,42,42-46 CM,2.26,1,R ,356.898,M ,W ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
357,BK-M68S-46,1,LB ,CM ,Mountain-200 Silver 46,Montaña: 200 plateada 46,VTT 200 argent 46,1265.6195,TRUE,Silver,100,75,2319.99,46,42-46 CM,24.13,4,M ,1391.994,H ,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
386,BK-R64Y-42,2,LB ,CM ,Road-550-W Yellow 42,Carretera: 550 para mujer amarilla 42,Vélo de route 550 -W - jaune 42,713.0798,TRUE,Yellow,100,75,1120.49,42,42-46 CM,18.13,4,R ,672.294,M ,W ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
515,SE-M236,15,,,LL Mountain Seat/Saddle,,,12.0413,TRUE,NA,500,375,27.12,,NA,,1,M ,16.272,L ,,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
481,SO-R809-M,23,,,Racing Socks M,Calcetines para carreras M,Chaussettes de course taille M,3.3623,TRUE,White,4,3,8.99,M,M,,0,R ,5.394,,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
366,BK-M47B-44,1,LB ,CM ,Mountain-300 Black 44,Montaña: 300 negra 44,VTT 300 noir 44,598.4354,TRUE,Black,100,75,1079.99,44,42-46 CM,26.13,4,M ,647.994,M ,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
380,BK-R89B-58,2,LB ,CM ,Road-250 Black 58,Carretera: 250 negra 58,Vélo de route 250 noir 58,1554.9479,TRUE,Black,100,75,2443.35,58,54-58 CM,15.68,4,R ,1466.01,H ,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
494,FR-T98Y-46,16,LB ,CM ,HL Touring Frame - Yellow 46,Cuadro de paseo GA: amarillo 46,Cadre de vélo de randonnée HL - jaune 46,601.7437,TRUE,Yellow,500,375,1003.91,46,42-46 CM,2.96,1,T ,602.346,H ,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
460,SB-M891-M,18,,,Men's Bib-Shorts M,,,37.1209,TRUE,Multi,4,3,89.99,M,M,,0,S ,53.994,,M ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
501,RD-2308,9,G  ,,Rear Derailleur,Desviador trasero,Dérailleur arrière,53.9282,TRUE,Silver,500,375,121.46,,NA,215,1,,72.876,,,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
477,WB-H098,28,,,Water Bottle - 30 oz.,,,1.8663,TRUE,NA,4,3,4.99,,NA,,0,S ,2.994,,,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
479,BC-R205,28,,,Road Bottle Cage,Portabotellas de carretera,Porte-bidon de vélo de route,3.3623,TRUE,NA,4,3,8.99,,NA,,0,R ,5.394,,,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
483,RA-H123,26,,,Hitch Rack - 4-Bike,,,44.88,TRUE,NA,4,3,120,,NA,,0,S ,72,,,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
377,BK-R89B-52,2,LB ,CM ,Road-250 Black 52,Carretera: 250 negra 52,Vélo de route 250 noir 52,1320.6838,TRUE,Black,100,75,2181.5625,52,48-52 CM,15.42,4,R ,1308.9375,H ,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
337,BK-R50B-62,2,LB ,CM ,Road-650 Black 62,Carretera: 650 negra 62,Vélo de route 650 noir 62,486.7066,TRUE,Black,100,75,782.99,62,60-62 CM,20,4,R ,469.794,L ,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
458,TG-W091-L,24,,,Women's Tights L,Mallas para mujer G,Collants pour femmes taille L,30.9334,TRUE,Black,4,3,74.99,L,L,,0,S ,44.994,,W ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
417,FR-R72Y-38,14,LB ,CM ,ML Road Frame-W - Yellow 38,Cuadro de carretera para mujer GM: amarillo 38,Cadre de route ML -W - jaune 38,300.1188,TRUE,Yellow,500,375,540.7545,38,38-40 CM,2.18,2,R ,324.4527,M ,W ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
467,GL-H102-L,20,,,Half-Finger Gloves L,,,9.1593,TRUE,Black,4,3,24.49,L,L,,0,S ,14.694,,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
446,PA-T100,35,,,Touring-Panniers Large,Cesta de paseo grande,Sacoches de vélo de randonnée grande capacité,51.5625,TRUE,Grey,4,3,125,,NA,,0,T ,75,,,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
364,BK-M47B-38,1,LB ,CM ,Mountain-300 Black 38,Montaña: 300 negra 38,VTT 300 noir 38,598.4354,TRUE,Black,100,75,1079.99,38,38-40 CM,25.35,4,M ,647.994,M ,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
229,LJ-0192-M,21,,,Long-Sleeve Logo Jersey M,Jersey con logotipo de manga larga M,Maillot manches longues avec logo taille M,31.7244,TRUE,Multi,4,3,48.0673,M,M,,0,S ,28.8404,,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
368,BK-R89R-44,2,LB ,CM ,Road-250 Red 44,Carretera: 250 roja 44,Vélo de route 250 rouge 44,1518.7864,TRUE,Red,100,75,2443.35,44,42-46 CM,14.77,4,R ,1466.01,H ,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
245,FR-R92R-48,14,LB ,CM ,HL Road Frame - Red 48,Cuadro de carretera GA: rojo 48,Cadre de vélo de route HL - rouge 48,722.2568,TRUE,Red,500,375,1301.3636,48,48-52 CM,2.16,1,R ,780.8182,H ,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
350,BK-M82B-44,1,LB ,CM ,Mountain-100 Black 44,Montaña: 100 negra 44,VTT 100 noir 44,1898.0944,TRUE,Black,100,75,3374.99,44,42-46 CM,21.13,4,M ,2024.994,H ,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
360,BK-M68B-42,1,LB ,CM ,Mountain-200 Black 42,Montaña: 200 negra 42,VTT 200 noir 42,1105.81,TRUE,Black,100,75,2049.0982,42,42-46 CM,23.77,4,M ,1229.4589,H ,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
439,FR-R92B-44,14,LB ,CM ,HL Road Frame - Black 44,Cuadro de carretera GA: negro 44,Cadre de vélo de route HL - noir 44,722.2568,TRUE,Black,500,375,1301.3636,44,42-46 CM,2.12,1,R ,780.8182,H ,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
365,BK-M47B-40,1,LB ,CM ,Mountain-300 Black 40,Montaña: 300 negra 40,VTT 300 noir 40,598.4354,TRUE,Black,100,75,1079.99,40,38-40 CM,25.77,4,M ,647.994,M ,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
476,SH-W890-L,22,,,Women's Mountain Shorts L,,,26.1763,TRUE,Black,4,3,69.99,L,L,,0,M ,41.994,,W ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
